,Tipus pla,Nom del pla,Últim esdeveniment,Data de l'últim esdeveniment,Municipi,Comarca,Província
2766,E,PAM NEUCAT,Homologació,2018-12-05,Vidrà,Osona,Girona
2231,E,PAM INUNCAT,Homologació,2018-12-05,Xerta,Baix Ebre,Tarragona
838,E,PAM ALLAUCAT,Homologació,2018-12-05,Arres,Val d'Aran,Lleida
840,E,PAM INFOCAT,Homologació,2018-12-05,Serinyà,Pla de l'Estany,Girona
2229,E,PAM INFOCAT,Homologació,2018-12-05,Josa i Tuixén,Alt Urgell,Lleida
850,E,PAM SISMICAT,Homologació,2018-12-05,Palau-sator,Baix Empordà,Girona
862,E,PAM NEUCAT,Homologació,2018-12-05,Paüls,Baix Ebre,Tarragona
864,E,PAM NEUCAT,Homologació,2018-12-05,Sant Feliu de Guíxols,Baix Empordà,Girona
835,E,PAM INUNCAT,Homologació,2018-12-05,Folgueroles,Osona,Barcelona
865,E,PAM NEUCAT,Homologació,2018-12-05,Colomers,Baix Empordà,Girona
868,E,PAM SISMICAT,Homologació,2018-12-05,Arres,Val d'Aran,Lleida
869,E,PAM INUNCAT,Homologació,2018-12-05,Igualada,Anoia,Barcelona
870,E,PAM NEUCAT,Homologació,2018-12-05,Rodonyà,Alt Camp,Tarragona
2213,E,PAM INFOCAT,Homologació,2018-12-05,Torroella de Montgrí,Baix Empordà,Girona
874,E,PAM SISMICAT,Homologació,2018-12-05,Llívia,Cerdanya,Girona
884,E,PAM SISMICAT,Homologació,2018-12-05,Igualada,Anoia,Barcelona
867,E,PAM VENTCAT,Homologació,2018-12-05,Torroella de Montgrí,Baix Empordà,Girona
895,E,PAM SISMICAT,Homologació,2018-12-05,Vila-seca,Tarragonès,Tarragona
2235,E,PAM INUNCAT,Homologació,2018-12-05,Gualta,Baix Empordà,Girona
828,E,PAM INFOCAT,Homologació,2018-12-05,Folgueroles,Osona,Barcelona
755,E,PAM INFOCAT,Homologació,2018-12-05,Vielha e Mijaran,Val d'Aran,Lleida
2279,E,PAM NEUCAT,Homologació,2018-12-05,Lluçà,Lluçanès,Barcelona
759,E,PAM INUNCAT,Homologació,2018-12-05,Palamós,Baix Empordà,Girona
766,E,PAM VENTCAT,Homologació,2018-12-05,Preses,Garrotxa,Girona
2270,E,PAM SISMICAT,Homologació,2018-12-05,Algerri,Noguera,Lleida
2268,E,PAM INFOCAT,Homologació,2018-12-05,Paüls,Baix Ebre,Tarragona
775,E,PAM SISMICAT,Homologació,2018-12-05,Palamós,Baix Empordà,Girona
2266,E,PAM INUNCAT,Homologació,2018-12-05,Seu d'Urgell,Alt Urgell,Lleida
2264,E,PAM INUNCAT,Homologació,2018-12-05,Corbera d'Ebre,Terra Alta,Tarragona
829,E,PAM ALLAUCAT,Homologació,2018-12-05,Bòrdes,Val d'Aran,Lleida
789,E,PAM SISMICAT,Homologació,2018-12-05,Sant Sadurní d'Osormort,Osona,Barcelona
2258,E,PAM INUNCAT,Homologació,2018-12-05,Rodonyà,Alt Camp,Tarragona
794,E,PAM SISMICAT,Homologació,2018-12-05,Verdú,Urgell,Lleida
2253,E,PAM SISMICAT,Homologació,2018-12-05,Amposta,Montsià,Tarragona
800,E,PAM INUNCAT,Homologació,2018-12-05,Paüls,Baix Ebre,Tarragona
815,E,PAM INUNCAT,Homologació,2018-12-05,Sant Feliu de Guíxols,Baix Empordà,Girona
2242,E,PAM VENTCAT,Homologació,2018-12-05,Vilanova de Sau,Osona,Barcelona
821,E,PAM INFOCAT,Homologació,2018-12-05,Ràpita,Montsià,Tarragona
2237,E,PAM INUNCAT,Homologació,2018-12-05,Tremp,Pallars Jussà,Lleida
790,E,PAM VENTCAT,Homologació,2018-12-05,Ponts,Noguera,Lleida
2197,E,PAM NEUCAT,Homologació,2018-12-05,Molló,Ripollès,Girona
903,E,PAM INUNCAT,Homologació,2018-12-05,Galera,Montsià,Tarragona
2188,E,PAM SISMICAT,Homologació,2018-12-05,Alió,Alt Camp,Tarragona
996,E,PAM VENTCAT,Homologació,2018-12-05,Begur,Baix Empordà,Girona
2113,E,PAM SISMICAT,Homologació,2018-12-05,Castellfollit del Boix,Bages,Barcelona
2112,E,PAM SISMICAT,Homologació,2018-12-05,Josa i Tuixén,Alt Urgell,Lleida
2106,E,PAM SISMICAT,Homologació,2018-12-05,Santa Susanna,Maresme,Barcelona
2104,E,PAM INUNCAT,Homologació,2018-12-05,Llorac,Conca de Barberà,Tarragona
2103,E,PAM NEUCAT,Homologació,2018-12-05,Santa Maria de Besora,Osona,Barcelona
2102,E,PAM NEUCAT,Homologació,2018-12-05,Almatret,Segrià,Lleida
1014,E,PAM INFOCAT,Homologació,2018-12-05,Fulleda,Garrigues,Lleida
1018,E,PAM VENTCAT,Homologació,2018-12-05,Santa Maria de Besora,Osona,Barcelona
993,E,PAM NEUCAT,Homologació,2018-12-05,Ponts,Noguera,Lleida
2096,E,PAM NEUCAT,Homologació,2018-12-05,Castellbell i el Vilar,Bages,Barcelona
1029,E,PAM INFOCAT,Homologació,2018-12-05,Preses,Garrotxa,Girona
1034,E,PAM INUNCAT,Homologació,2018-12-05,Algerri,Noguera,Lleida
1036,E,PAM NEUCAT,Homologació,2018-12-05,Vandellòs i l'Hospitalet de l'Infant,Baix Camp,Tarragona
2088,E,PAM INUNCAT,Homologació,2018-12-05,Castellar del Vallès,Vallès Occidental,Barcelona
1044,E,PAM VENTCAT,Homologació,2018-12-05,Arres,Val d'Aran,Lleida
1045,E,PAM INUNCAT,Homologació,2018-12-05,Masquefa,Anoia,Barcelona
1050,E,PAM NEUCAT,Homologació,2018-12-05,Sant Sadurní d'Osormort,Osona,Barcelona
1051,E,PAM VENTCAT,Homologació,2018-12-05,Camarasa,Noguera,Lleida
912,E,PAM SISMICAT,Homologació,2018-12-05,Sant Andreu de Llavaneres,Maresme,Barcelona
917,E,PAM INUNCAT,Homologació,2018-12-05,Omellons,Garrigues,Lleida
2173,E,PAM SISMICAT,Homologació,2018-12-05,Bòrdes,Val d'Aran,Lleida
2172,E,PAM NEUCAT,Homologació,2018-12-05,Gualta,Baix Empordà,Girona
2171,E,PAM VENTCAT,Homologació,2018-12-05,Aldea,Baix Ebre,Tarragona
2170,E,PAM NEUCAT,Homologació,2018-12-05,Preses,Garrotxa,Girona
934,E,PAM NEUCAT,Homologació,2018-12-05,Garrigoles,Baix Empordà,Girona
940,E,PAM SISMICAT,Homologació,2018-12-05,Cubells,Noguera,Lleida
941,E,PA PROCICAT,Homologació,2018-12-05,Amposta,Montsià,Tarragona
948,E,PAM INFOCAT,Homologació,2018-12-05,Llorac,Conca de Barberà,Tarragona
2151,E,PAM INFOCAT,Homologació,2018-12-05,Sant Feliu de Guíxols,Baix Empordà,Girona
2150,E,PAM INUNCAT,Homologació,2018-12-05,Sant Sadurní d'Osormort,Osona,Barcelona
2149,E,PAM NEUCAT,Homologació,2018-12-05,Llívia,Cerdanya,Girona
954,E,PAM INFOCAT,Homologació,2018-12-05,Sant Andreu de Llavaneres,Maresme,Barcelona
956,E,PAM NEUCAT,Homologació,2018-12-05,Regencós,Baix Empordà,Girona
963,E,PAM NEUCAT,Homologació,2018-12-05,Vilabertran,Alt Empordà,Girona
2141,E,PAM INUNCAT,Homologació,2018-12-05,Bellpuig,Urgell,Lleida
970,E,PAM NEUCAT,Homologació,2018-12-05,Castellfollit del Boix,Bages,Barcelona
974,E,PAM NEUCAT,Homologació,2018-12-05,Vilosell,Garrigues,Lleida
980,E,PAM INUNCAT,Homologació,2018-12-05,Matadepera,Vallès Occidental,Barcelona
754,E,PAM NEUCAT,Homologació,2018-12-05,Juncosa,Garrigues,Lleida
2080,E,PAM NEUCAT,Homologació,2018-12-05,Alpicat,Segrià,Lleida
753,E,PAM SISMICAT,Homologació,2018-12-05,Camarasa,Noguera,Lleida
525,E,PAM INFOCAT,Homologació,2018-12-05,Maldà,Urgell,Lleida
529,E,PAM SISMICAT,Homologació,2018-12-05,Palma d'Ebre,Ribera d'Ebre,Tarragona
531,E,PAM INUNCAT,Homologació,2018-12-05,Garcia,Ribera d'Ebre,Tarragona
535,E,PAM NEUCAT,Homologació,2018-12-05,Granadella,Garrigues,Lleida
551,E,PAM NEUCAT,Homologació,2018-12-05,Soleràs,Garrigues,Lleida
2423,E,PAM INUNCAT,Homologació,2018-12-05,Torroella de Montgrí,Baix Empordà,Girona
555,E,PAM SISMICAT,Homologació,2018-12-05,Guardiola de Berguedà,Berguedà,Barcelona
523,E,PAM INFOCAT,Homologació,2018-12-05,Brull,Osona,Barcelona
2422,E,PAM VENTCAT,Homologació,2018-12-05,Llorac,Conca de Barberà,Tarragona
560,E,PAM INFOCAT,Homologació,2018-12-05,Fogars de la Selva,Selva,Barcelona
2411,E,PAM SISMICAT,Homologació,2018-12-05,Santa Maria de Besora,Osona,Barcelona
2409,E,PAM NEUCAT,Homologació,2018-12-05,Palamós,Baix Empordà,Girona
574,E,PAM SISMICAT,Homologació,2018-12-05,Tremp,Pallars Jussà,Lleida
582,E,PAM SISMICAT,Homologació,2018-12-05,Gualta,Baix Empordà,Girona
584,E,PAM NEUCAT,Homologació,2018-12-05,Arres,Val d'Aran,Lleida
590,E,PAM NEUCAT,Homologació,2018-12-05,Albesa,Noguera,Lleida
2399,E,PA PROCICAT,Homologació,2018-12-05,Xerta,Baix Ebre,Tarragona
2391,E,PAM VENTCAT,Homologació,2018-12-05,Seu d'Urgell,Alt Urgell,Lleida
2420,E,PAM INFOCAT,Homologació,2018-12-05,Torms,Garrigues,Lleida
604,E,PAM INFOCAT,Homologació,2018-12-05,Espluga Calba,Garrigues,Lleida
2444,E,PAM VENTCAT,Homologació,2018-12-05,Llívia,Cerdanya,Girona
515,E,PAM SISMICAT,Homologació,2018-12-05,Riudoms,Baix Camp,Tarragona
462,E,PAM SISMICAT,Homologació,2018-12-05,Ivars de Noguera,Noguera,Lleida
463,E,PAM INUNCAT,Homologació,2018-12-05,Torrent,Baix Empordà,Girona
464,E,PAM INFOCAT,Homologació,2018-12-05,Guingueta d'Àneu,Pallars Sobirà,Lleida
2485,E,PAM NEUCAT,Homologació,2018-12-05,Prullans,Cerdanya,Lleida
2478,E,PAM SISMICAT,Homologació,2018-12-05,Matadepera,Vallès Occidental,Barcelona
479,E,PAM NEUCAT,Homologació,2018-12-05,Verdú,Urgell,Lleida
2475,E,PA PROCICAT,Homologació,2018-12-05,Morell,Tarragonès,Tarragona
2474,E,PAM INFOCAT,Homologació,2018-12-05,Urús,Cerdanya,Girona
486,E,PAM INFOCAT,Homologació,2018-12-05,Masquefa,Anoia,Barcelona
2446,E,PAM VENTCAT,Homologació,2018-12-05,Castellbisbal,Vallès Occidental,Barcelona
2469,E,PAM INUNCAT,Homologació,2018-12-05,Santa Eugènia de Berga,Osona,Barcelona
489,E,PAM NEUCAT,Homologació,2018-12-05,Vilamòs,Val d'Aran,Lleida
492,E,PAM SISMICAT,Homologació,2018-12-05,Vilanova de Sau,Osona,Barcelona
493,E,PA PROCICAT,Homologació,2018-12-05,Bovera,Garrigues,Lleida
500,E,PAM INFOCAT,Homologació,2018-12-05,Sant Vicenç de Torelló,Osona,Barcelona
2456,E,PAM VENTCAT,Homologació,2018-12-05,Tortellà,Garrotxa,Girona
504,E,PAM VENTCAT,Homologació,2018-12-05,Orís,Osona,Barcelona
2455,E,PAM INUNCAT,Homologació,2018-12-05,Sant Martí de Centelles,Osona,Barcelona
511,E,PAM INFOCAT,Homologació,2018-12-05,Bovera,Garrigues,Lleida
512,E,PAM NEUCAT,Homologació,2018-12-05,Josa i Tuixén,Alt Urgell,Lleida
2449,E,PAM NEUCAT,Homologació,2018-12-05,Vielha e Mijaran,Val d'Aran,Lleida
488,E,PAM INFOCAT,Homologació,2018-12-05,Tortellà,Garrotxa,Girona
606,E,PAM INUNCAT,Homologació,2018-12-05,Ultramort,Baix Empordà,Girona
607,E,PAM NEUCAT,Homologació,2018-12-05,Fulleda,Garrigues,Lleida
608,E,PAM SISMICAT,Homologació,2018-12-05,Castellbisbal,Vallès Occidental,Barcelona
693,E,PAM NEUCAT,Homologació,2018-12-05,Ràpita,Montsià,Tarragona
697,E,PAM INUNCAT,Homologació,2018-12-05,Verdú,Urgell,Lleida
698,E,PAM VENTCAT,Homologació,2018-12-05,Vilamòs,Val d'Aran,Lleida
702,E,PAM VENTCAT,Homologació,2018-12-05,Galera,Montsià,Tarragona
707,E,PAM INFOCAT,Homologació,2018-12-05,Soleràs,Garrigues,Lleida
709,E,PAM INUNCAT,Homologació,2018-12-05,Ginestar,Ribera d'Ebre,Tarragona
712,E,PAM SISMICAT,Homologació,2018-12-05,Espluga Calba,Garrigues,Lleida
713,E,PAM INUNCAT,Homologació,2018-12-05,Guingueta d'Àneu,Pallars Sobirà,Lleida
689,E,PAM INFOCAT,Homologació,2018-12-05,Castellbisbal,Vallès Occidental,Barcelona
2300,E,PAM NEUCAT,Homologació,2018-12-05,Llorac,Conca de Barberà,Tarragona
2298,E,PAM NEUCAT,Homologació,2018-12-05,Torms,Garrigues,Lleida
731,E,PAM NEUCAT,Homologació,2018-12-05,Ivars de Noguera,Noguera,Lleida
2288,E,PAM SISMICAT,Homologació,2018-12-05,Alpens,Lluçanès,Barcelona
741,E,PAM INUNCAT,Homologació,2018-12-05,Morell,Tarragonès,Tarragona
2285,E,PAM INFOCAT,Homologació,2018-12-05,Lluçà,Lluçanès,Barcelona
743,E,PAM NEUCAT,Homologació,2018-12-05,Tremp,Pallars Jussà,Lleida
2283,E,PAM INFOCAT,Homologació,2018-12-05,Alpens,Lluçanès,Barcelona
720,E,PAM INFOCAT,Homologació,2018-12-05,Pobla de Massaluca,Terra Alta,Tarragona
685,E,PAM INUNCAT,Homologació,2018-12-05,Cubells,Noguera,Lleida
684,E,PAM SISMICAT,Homologació,2018-12-05,Vilamòs,Val d'Aran,Lleida
2386,E,PAM SISMICAT,Homologació,2018-12-05,Vielha e Mijaran,Val d'Aran,Lleida
2380,E,PA PROCICAT,Homologació,2018-12-05,Riudoms,Baix Camp,Tarragona
2378,E,PAM NEUCAT,Homologació,2018-12-05,Guardiola de Berguedà,Berguedà,Barcelona
622,E,PAM INFOCAT,Homologació,2018-12-05,Perelló,Baix Ebre,Tarragona
623,E,PAM INFOCAT,Homologació,2018-12-05,Castellbell i el Vilar,Bages,Barcelona
630,E,PAM NEUCAT,Homologació,2018-12-05,Omellons,Garrigues,Lleida
2355,E,PAM INUNCAT,Homologació,2018-12-05,Santa Maria de Besora,Osona,Barcelona
650,E,PAM INFOCAT,Homologació,2018-12-05,Santa Susanna,Maresme,Barcelona
2353,E,PAM INUNCAT,Homologació,2018-12-05,Vilanova de l'Aguda,Noguera,Lleida
2352,E,PAM INFOCAT,Homologació,2018-12-05,Molló,Ripollès,Girona
2350,E,PAM INUNCAT,Homologació,2018-12-05,Llívia,Cerdanya,Girona
658,E,PAM SISMICAT,Homologació,2018-12-05,Orís,Osona,Barcelona
659,E,PAM NEUCAT,Homologació,2018-12-05,Vilanova de Sau,Osona,Barcelona
2345,E,PAM NEUCAT,Homologació,2018-12-05,Maldà,Urgell,Lleida
2341,E,PAM SISMICAT,Homologació,2018-12-05,Malla,Osona,Barcelona
674,E,PAM INUNCAT,Homologació,2018-12-05,Aspa,Segrià,Lleida
2328,E,PAM NEUCAT,Homologació,2018-12-05,Térmens,Noguera,Lleida
752,E,PAM INUNCAT,Homologació,2018-12-05,Fogars de la Selva,Selva,Barcelona
1053,E,PAM NEUCAT,Homologació,2018-12-05,Cubells,Noguera,Lleida
1056,E,PAM INUNCAT,Homologació,2018-12-05,Colomers,Baix Empordà,Girona
1446,E,PAM INFOCAT,Homologació,2018-12-05,Orís,Osona,Barcelona
1766,E,PAM INUNCAT,Homologació,2018-12-05,Riudoms,Baix Camp,Tarragona
1451,E,PAM INUNCAT,Homologació,2018-12-05,Ivars de Noguera,Noguera,Lleida
1452,E,PAM SISMICAT,Homologació,2018-12-05,Urús,Cerdanya,Girona
1457,E,PAM SISMICAT,Homologació,2018-12-05,Llorac,Conca de Barberà,Tarragona
1458,E,PAM INFOCAT,Homologació,2018-12-05,Tremp,Pallars Jussà,Lleida
1462,E,PAM SISMICAT,Homologació,2018-12-05,Térmens,Noguera,Lleida
1463,E,PAM VENTCAT,Homologació,2018-12-05,Guingueta d'Àneu,Pallars Sobirà,Lleida
1778,E,PA PROCICAT,Homologació,2018-12-05,Perelló,Baix Ebre,Tarragona
1760,E,PAM SISMICAT,Homologació,2018-12-05,Vilagrassa,Urgell,Lleida
1754,E,PAM NEUCAT,Homologació,2018-12-05,Maçanet de la Selva,Selva,Girona
1472,E,PAM NEUCAT,Homologació,2018-12-05,Seu d'Urgell,Alt Urgell,Lleida
1753,E,PAM NEUCAT,Homologació,2018-12-05,Palau-sator,Baix Empordà,Girona
1742,E,PAM NEUCAT,Homologació,2018-12-05,Masquefa,Anoia,Barcelona
1741,E,PAM VENTCAT,Homologació,2018-12-05,Corbera d'Ebre,Terra Alta,Tarragona
1740,E,PAM NEUCAT,Homologació,2018-12-05,Campllong,Gironès,Girona
1739,E,PAM SISMICAT,Homologació,2018-12-05,Colomers,Baix Empordà,Girona
1737,E,PAM SISMICAT,Homologació,2018-12-05,Regencós,Baix Empordà,Girona
1727,E,PAM SISMICAT,Homologació,2018-12-05,Bellpuig,Urgell,Lleida
1779,E,PA PROCICAT,Homologació,2018-12-05,Garidells,Alt Camp,Tarragona
1364,E,PAM INFOCAT,Homologació,2018-12-05,Alpicat,Segrià,Lleida
1835,E,PAM SISMICAT,Homologació,2018-12-05,Peramola,Alt Urgell,Lleida
1831,E,PAM NEUCAT,Homologació,2018-12-05,Alió,Alt Camp,Tarragona
1377,E,PAM INFOCAT,Homologació,2018-12-05,Palma d'Ebre,Ribera d'Ebre,Tarragona
1379,E,PA PROCICAT,Homologació,2018-12-05,Vila-seca,Tarragonès,Tarragona
1827,E,PAM INFOCAT,Homologació,2018-12-05,Ginestar,Ribera d'Ebre,Tarragona
1815,E,PAM ALLAUCAT,Homologació,2018-12-05,Guardiola de Berguedà,Berguedà,Barcelona
1814,E,PAM NEUCAT,Homologació,2018-12-05,Garidells,Alt Camp,Tarragona
1782,E,PAM SISMICAT,Homologació,2018-12-05,Vilanova de l'Aguda,Noguera,Lleida
1809,E,PAM VENTCAT,Homologació,2018-12-05,Palma d'Ebre,Ribera d'Ebre,Tarragona
1794,E,PAM INFOCAT,Homologació,2018-12-05,Cubells,Noguera,Lleida
1412,E,PAM NEUCAT,Homologació,2018-12-05,Rupià,Baix Empordà,Girona
1417,E,PAM INUNCAT,Homologació,2018-12-05,Begur,Baix Empordà,Girona
1791,E,PAM INUNCAT,Homologació,2018-12-05,Sant Andreu de Llavaneres,Maresme,Barcelona
1420,E,PAM INUNCAT,Homologació,2018-12-05,Perelló,Baix Ebre,Tarragona
1426,E,PAM INUNCAT,Homologació,2018-12-05,Alpicat,Segrià,Lleida
1785,E,PAM NEUCAT,Homologació,2018-12-05,Torrent,Baix Empordà,Girona
1659,E,PA PROCICAT,Homologació,2018-12-05,Garcia,Ribera d'Ebre,Tarragona
1657,E,PAM SISMICAT,Homologació,2018-12-05,Begur,Baix Empordà,Girona
1584,E,PAM VENTCAT,Homologació,2018-12-05,Sant Sadurní d'Osormort,Osona,Barcelona
1651,E,PAM INFOCAT,Homologació,2018-12-05,Guardiola de Berguedà,Berguedà,Barcelona
1649,E,PAM INUNCAT,Homologació,2018-12-05,Maçanet de la Selva,Selva,Girona
1592,E,PAM NEUCAT,Homologació,2018-12-05,Santa Susanna,Maresme,Barcelona
1594,E,PAM NEUCAT,Homologació,2018-12-05,Torroella de Montgrí,Baix Empordà,Girona
1667,E,PAM NEUCAT,Homologació,2018-12-05,Fogars de la Selva,Selva,Barcelona
1599,E,PAM INUNCAT,Homologació,2018-12-05,Regencós,Baix Empordà,Girona
1604,E,PAM ALLAUCAT,Homologació,2018-12-05,Vielha e Mijaran,Val d'Aran,Lleida
1638,E,PAM INUNCAT,Homologació,2018-12-05,Vilanova de la Barca,Segrià,Lleida
1609,E,PAM INFOCAT,Homologació,2018-12-05,Prullans,Cerdanya,Lleida
1616,E,PAM NEUCAT,Homologació,2018-12-05,Guingueta d'Àneu,Pallars Sobirà,Lleida
1632,E,PAM ALLAUCAT,Homologació,2018-12-05,Josa i Tuixén,Alt Urgell,Lleida
1619,E,PAM INFOCAT,Homologació,2018-12-05,Castellfollit del Boix,Bages,Barcelona
1644,E,PAM INFOCAT,Homologació,2018-12-05,Amposta,Montsià,Tarragona
1572,E,PAM INFOCAT,Homologació,2018-12-05,Sant Martí de Centelles,Osona,Barcelona
1669,E,PAM INUNCAT,Homologació,2018-12-05,Preses,Garrotxa,Girona
1503,E,PAM INUNCAT,Homologació,2018-12-05,Aldea,Baix Ebre,Tarragona
1504,E,PAM INUNCAT,Homologació,2018-12-05,Camarasa,Noguera,Lleida
1505,E,PAM INFOCAT,Homologació,2018-12-05,Garrigoles,Baix Empordà,Girona
1724,E,PAM NEUCAT,Homologació,2018-12-05,Amposta,Montsià,Tarragona
1718,E,PAM VENTCAT,Homologació,2018-12-05,Vila-seca,Tarragonès,Tarragona
1716,E,PAM NEUCAT,Homologació,2018-12-05,Vila-seca,Tarragonès,Tarragona
1517,E,PAM VENTCAT,Homologació,2018-12-05,Camarles,Baix Ebre,Tarragona
1523,E,PAM INFOCAT,Homologació,2018-12-05,Vilanova de l'Aguda,Noguera,Lleida
1711,E,PAM INFOCAT,Homologació,2018-12-05,Almatret,Segrià,Lleida
1531,E,PAM INUNCAT,Homologació,2018-12-05,Garrigoles,Baix Empordà,Girona
1532,E,PAM SISMICAT,Homologació,2018-12-05,Paüls,Baix Ebre,Tarragona
1703,E,PAM SISMICAT,Homologació,2018-12-05,Tortellà,Garrotxa,Girona
1701,E,PAM INFOCAT,Homologació,2018-12-05,Ivars de Noguera,Noguera,Lleida
1699,E,PAM NEUCAT,Homologació,2018-12-05,Albi,Garrigues,Lleida
1538,E,PAM INFOCAT,Homologació,2018-12-05,Sant Sadurní d'Osormort,Osona,Barcelona
1539,E,PAM SISMICAT,Homologació,2018-12-05,Sant Feliu de Guíxols,Baix Empordà,Girona
1541,E,PAM VENTCAT,Homologació,2018-12-05,Granollers,Vallès Oriental,Barcelona
1546,E,PAM INFOCAT,Homologació,2018-12-05,Palamós,Baix Empordà,Girona
1691,E,PAM SISMICAT,Homologació,2018-12-05,Granollers,Vallès Oriental,Barcelona
1684,E,PAM SISMICAT,Homologació,2018-12-05,Torrent,Baix Empordà,Girona
1682,E,PAM INUNCAT,Homologació,2018-12-05,Serinyà,Pla de l'Estany,Girona
1839,E,PAM SISMICAT,Homologació,2018-12-05,Santa Eugènia de Berga,Osona,Barcelona
1055,E,PAM INFOCAT,Homologació,2018-12-05,Rodonyà,Alt Camp,Tarragona
1359,E,PAM INUNCAT,Homologació,2018-12-05,Ponts,Noguera,Lleida
1122,E,PA PROCICAT,Homologació,2018-12-05,Ràpita,Montsià,Tarragona
1125,E,PAM NEUCAT,Homologació,2018-12-05,Palma d'Ebre,Ribera d'Ebre,Tarragona
2019,E,PAM NEUCAT,Homologació,2018-12-05,Peramola,Alt Urgell,Lleida
2017,E,PAM NEUCAT,Homologació,2018-12-05,Serinyà,Pla de l'Estany,Girona
1133,E,PAM NEUCAT,Homologació,2018-12-05,Ultramort,Baix Empordà,Girona
1134,E,PAM VENTCAT,Homologació,2018-12-05,Juncosa,Garrigues,Lleida
2007,E,PAM INUNCAT,Homologació,2018-12-05,Palau-sator,Baix Empordà,Girona
1144,E,PAM SISMICAT,Homologació,2018-12-05,Lluçà,Lluçanès,Barcelona
2003,E,PAM INFOCAT,Homologació,2018-12-05,Torrent,Baix Empordà,Girona
2027,E,PAM SISMICAT,Homologació,2018-12-05,Folgueroles,Osona,Barcelona
1997,E,PAM SISMICAT,Homologació,2018-12-05,Brull,Osona,Barcelona
1159,E,PAM NEUCAT,Homologació,2018-12-05,Folgueroles,Osona,Barcelona
1994,E,PAM NEUCAT,Homologació,2018-12-05,Santa Eugènia de Berga,Osona,Barcelona
1993,E,PAM INUNCAT,Homologació,2018-12-05,Torms,Garrigues,Lleida
1992,E,PAM INUNCAT,Homologació,2018-12-05,Granadella,Garrigues,Lleida
1165,E,PAM NEUCAT,Homologació,2018-12-05,Espluga Calba,Garrigues,Lleida
1989,E,PAM VENTCAT,Homologació,2018-12-05,Urús,Cerdanya,Girona
1170,E,PAM INFOCAT,Homologació,2018-12-05,Garcia,Ribera d'Ebre,Tarragona
1983,E,PAM INUNCAT,Homologació,2018-12-05,Seròs,Segrià,Lleida
1978,E,PAM INFOCAT,Homologació,2018-12-05,Castellar del Vallès,Vallès Occidental,Barcelona
2031,E,PAM NEUCAT,Homologació,2018-12-05,Sant Agustí de Lluçanès,Osona,Barcelona
2074,E,PAM INFOCAT,Homologació,2018-12-05,Sant Agustí de Lluçanès,Osona,Barcelona
1060,E,PAM INUNCAT,Homologació,2018-12-05,Molló,Ripollès,Girona
1061,E,PAM SISMICAT,Homologació,2018-12-05,Sant Vicenç de Torelló,Osona,Barcelona
2072,E,PA PROCICAT,Homologació,2018-12-05,Terrassa,Vallès Occidental,Barcelona
1079,E,PAM INFOCAT,Homologació,2018-12-05,Algerri,Noguera,Lleida
1082,E,PAM NEUCAT,Homologació,2018-12-05,Aspa,Segrià,Lleida
1086,E,PAM SISMICAT,Homologació,2018-12-05,Vilabertran,Alt Empordà,Girona
2029,E,PAM NEUCAT,Homologació,2018-12-05,Castellar del Vallès,Vallès Occidental,Barcelona
2054,E,PA PROCICAT,Homologació,2018-12-05,Vandellòs i l'Hospitalet de l'Infant,Baix Camp,Tarragona
2049,E,PAM SISMICAT,Homologació,2018-12-05,Garidells,Alt Camp,Tarragona
1100,E,PAM SISMICAT,Homologació,2018-12-05,Sant Agustí de Lluçanès,Osona,Barcelona
2039,E,PAM SISMICAT,Homologació,2018-12-05,Castellar del Vallès,Vallès Occidental,Barcelona
2038,E,PAM INUNCAT,Homologació,2018-12-05,Albesa,Noguera,Lleida
1110,E,PAM NEUCAT,Homologació,2018-12-05,Sant Martí de Centelles,Osona,Barcelona
1091,E,PAM ALLAUCAT,Homologació,2018-12-05,Guingueta d'Àneu,Pallars Sobirà,Lleida
1182,E,PAM INUNCAT,Homologació,2018-12-05,Terrassa,Vallès Occidental,Barcelona
1975,E,PAM INUNCAT,Homologació,2018-12-05,Camarles,Baix Ebre,Tarragona
1973,E,PAM VENTCAT,Homologació,2018-12-05,Ginestar,Ribera d'Ebre,Tarragona
1280,E,PAM INFOCAT,Homologació,2018-12-05,Seròs,Segrià,Lleida
1281,E,PAM INFOCAT,Homologació,2018-12-05,Castelldans,Garrigues,Lleida
1892,E,PAM NEUCAT,Homologació,2018-12-05,Castellbisbal,Vallès Occidental,Barcelona
1295,E,PAM NEUCAT,Homologació,2018-12-05,Bellpuig,Urgell,Lleida
1297,E,PAM SISMICAT,Homologació,2018-12-05,Rodonyà,Alt Camp,Tarragona
1299,E,PAM INFOCAT,Homologació,2018-12-05,Corbera d'Ebre,Terra Alta,Tarragona
1889,E,PAM INUNCAT,Homologació,2018-12-05,Campllong,Gironès,Girona
1887,E,PAM SISMICAT,Homologació,2018-12-05,Seu d'Urgell,Alt Urgell,Lleida
1880,E,PAM NEUCAT,Homologació,2018-12-05,Balaguer,Noguera,Lleida
1326,E,PAM NEUCAT,Homologació,2018-12-05,Matadepera,Vallès Occidental,Barcelona
1859,E,PAM NEUCAT,Homologació,2018-12-05,Urús,Cerdanya,Girona
1857,E,PAM INFOCAT,Homologació,2018-12-05,Regencós,Baix Empordà,Girona
1856,E,PAM NEUCAT,Homologació,2018-12-05,Brull,Osona,Barcelona
1335,E,PAM SISMICAT,Homologació,2018-12-05,Ponts,Noguera,Lleida
