,Tipus pla,Nom del pla,Últim esdeveniment,Data de l'últim esdeveniment,Municipi,Comarca,Província
1415,E,PAM NEUCAT,Homologació,2020-12-02,Cellera de Ter,Selva,Girona
1631,E,PAM NEUCAT,Homologació,2020-12-02,Ivorra,Segarra,Lleida
1642,E,PAM VENTCAT,Homologació,2020-12-02,Ivorra,Segarra,Lleida
1301,E,PA PROCICAT,Homologació,2020-12-02,"Cruïlles, Monells i Sant Sadurní de l'Heura",Baix Empordà,Girona
1322,E,PAM INUNCAT,Homologació,2020-12-02,"Cruïlles, Monells i Sant Sadurní de l'Heura",Baix Empordà,Girona
763,E,PAM VENTCAT,Homologació,2020-12-02,Sant Pau de Segúries,Ripollès,Girona
11,E,PAM INFOCAT,Homologació,2020-12-02,Santa Eulàlia de Riuprimer,Osona,Barcelona
1310,E,PAM INUNCAT,Homologació,2020-12-02,Sant Pau de Segúries,Ripollès,Girona
1358,E,PAM SISMICAT,Homologació,2020-12-02,Santa Eulàlia de Riuprimer,Osona,Barcelona
111,E,PAM NEUCAT,Homologació,2020-12-02,Sant Pau de Segúries,Ripollès,Girona
1722,E,PAM SISMICAT,Homologació,2020-12-02,Cellera de Ter,Selva,Girona
341,E,PA PROCICAT,Homologació,2020-12-02,Ivorra,Segarra,Lleida
396,E,PAM SISMICAT,Homologació,2020-12-02,Ivorra,Segarra,Lleida
1660,E,PAM NEUCAT,Homologació,2020-12-02,"Cruïlles, Monells i Sant Sadurní de l'Heura",Baix Empordà,Girona
1585,E,PA PROCICAT,Homologació,2020-12-02,Sant Pau de Segúries,Ripollès,Girona
1249,E,PAM VENTCAT,Homologació,2020-12-02,Cellera de Ter,Selva,Girona
644,E,PAM SISMICAT,Homologació,2020-12-02,"Cruïlles, Monells i Sant Sadurní de l'Heura",Baix Empordà,Girona
23,E,PAM SISMICAT,Homologació,2020-12-02,Sant Pau de Segúries,Ripollès,Girona
670,E,PAM VENTCAT,Homologació,2020-12-02,"Cruïlles, Monells i Sant Sadurní de l'Heura",Baix Empordà,Girona
1223,E,PAM INFOCAT,Homologació,2020-12-02,"Cruïlles, Monells i Sant Sadurní de l'Heura",Baix Empordà,Girona
1263,E,PA PROCICAT,Homologació,2020-12-02,Santa Eulàlia de Riuprimer,Osona,Barcelona
307,E,PA PROCICAT,Homologació,2020-12-02,Cellera de Ter,Selva,Girona
785,E,PAM INFOCAT,Homologació,2020-12-02,Cellera de Ter,Selva,Girona
1980,E,PAM INUNCAT,Homologació,2020-12-02,Cellera de Ter,Selva,Girona
82,E,PAM NEUCAT,Homologació,2020-12-02,Santa Eulàlia de Riuprimer,Osona,Barcelona
1664,E,PAM INUNCAT,Homologació,2020-12-02,Santa Eulàlia de Riuprimer,Osona,Barcelona
2129,E,PAM NEUCAT,Homologació,2020-12-22,Brunyola i Sant Martí Sapresa,Selva,Girona
1456,E,PAM INFOCAT,Actualització,2020-12-22,Castellnou de Bages,Bages,Barcelona
2461,E,PAM INFOCAT,Homologació,2020-12-22,Corbins,Segrià,Lleida
81,E,PAM SISMICAT,Homologació,2020-12-22,Jorba,Anoia,Barcelona
1656,F,PEM,Homologació,2020-12-22,Sant Guim de Freixenet,Segarra,Lleida
79,E,PAM NEUCAT,Actualització,2020-12-22,Castellnou de Bages,Bages,Barcelona
1349,E,PAM VENTCAT,Homologació,2020-12-22,Brunyola i Sant Martí Sapresa,Selva,Girona
229,E,PA PROCICAT,Homologació,2020-12-22,Sant Guim de Freixenet,Segarra,Lleida
1705,E,PAM INFOCAT,Homologació,2020-12-22,Sant Guim de Freixenet,Segarra,Lleida
474,E,PAM NEUCAT,Homologació,2020-12-22,Corbins,Segrià,Lleida
734,E,PA PROCICAT,Homologació,2020-12-22,Brunyola i Sant Martí Sapresa,Selva,Girona
2135,E,PAM SISMICAT,Homologació,2020-12-22,Sant Guim de Freixenet,Segarra,Lleida
26,E,PAM INFOCAT,Homologació,2020-12-22,Brunyola i Sant Martí Sapresa,Selva,Girona
757,E,PA PROCICAT,Homologació,2020-12-22,Sant Guim de Freixenet,Segarra,Lleida
55,E,PAM SISMICAT,Homologació,2020-12-22,Brunyola i Sant Martí Sapresa,Selva,Girona
1074,E,PAM INUNCAT,Homologació,2020-12-22,Corbins,Segrià,Lleida
1700,E,PAM NEUCAT,Homologació,2020-12-22,Sant Guim de Freixenet,Segarra,Lleida
882,E,PAM VENTCAT,Homologació,2020-12-22,Corbins,Segrià,Lleida
141,E,PAM VENTCAT,Homologació,2020-12-22,Jorba,Anoia,Barcelona
2020,E,PA PROCICAT,Homologació,2020-12-22,Corbins,Segrià,Lleida
411,E,PAM VENTCAT,Homologació,2020-12-22,Sant Guim de Freixenet,Segarra,Lleida
1430,E,PAM SISMICAT,Homologació,2020-12-22,Corbins,Segrià,Lleida
679,E,PA PROCICAT,Homologació,2020-12-22,Jorba,Anoia,Barcelona
2241,E,PAM INUNCAT,Homologació,2020-12-22,Jorba,Anoia,Barcelona
1974,E,PAM NEUCAT,Homologació,2020-12-22,Jorba,Anoia,Barcelona
1268,E,PAM INFOCAT,Homologació,2020-12-22,Jorba,Anoia,Barcelona
1744,E,PAM INUNCAT,Revisió,2021-12-10,Tallada d'Empordà,Baix Empordà,Girona
1807,E,PAM NEUCAT,Homologació,2021-12-10,Cercs,Berguedà,Barcelona
1806,E,PAM SISMICAT,Homologació,2021-12-10,Bagà,Berguedà,Barcelona
1689,E,PAM VENTCAT,Homologació,2021-12-10,Riu de Cerdanya,Cerdanya,Lleida
1793,E,PAM NEUCAT,Homologació,2021-12-10,Pobla de Segur,Pallars Jussà,Lleida
1712,E,PAM NEUCAT,Actualització,2021-12-10,Premià de Mar,Maresme,Barcelona
2714,T,PA PROCICAT,Actualització,2021-12-10,Gaià,Bages,Barcelona
1636,E,PAM INUNCAT,Homologació,2021-12-10,Organyà,Alt Urgell,Lleida
1680,E,PAM VENTCAT,Homologació,2021-12-10,Vilafranca del Penedès,Alt Penedès,Barcelona
1764,E,PAM INFOCAT,Homologació,2021-12-10,Sant Andreu de la Barca,Baix Llobregat,Barcelona
2733,E,PAM INUNCAT,Actualització,2021-12-10,Gaià,Bages,Barcelona
1662,E,PAM NEUCAT,Homologació,2021-12-10,Organyà,Alt Urgell,Lleida
1647,E,PAM INUNCAT,Homologació,2021-12-10,Santa Coloma de Cervelló,Baix Llobregat,Barcelona
1698,T,PA PROCICAT,Homologació,2021-12-10,Vilanova del Camí,Anoia,Barcelona
1665,E,PAM NEUCAT,Homologació,2021-12-10,Olivella,Garraf,Barcelona
1758,E,PAM INUNCAT,Actualització,2021-12-10,Sant Vicenç dels Horts,Baix Llobregat,Barcelona
1687,E,PAM NEUCAT,Homologació,2021-12-10,Quart,Gironès,Girona
1787,E,PAM VENTCAT,Homologació,2021-12-10,Mura,Bages,Barcelona
1670,E,PAM SISMICAT,Homologació,2021-12-10,Barberà del Vallès,Vallès Occidental,Barcelona
1653,E,PAM INUNCAT,Homologació,2021-12-10,Quart,Gironès,Girona
1720,T,PA PROCICAT,Homologació,2021-12-10,Ribera d'Urgellet,Alt Urgell,Lleida
1784,E,PAM VENTCAT,Revisió,2021-12-10,Tarragona,Tarragonès,Tarragona
1733,E,PAM SISMICAT,Homologació,2021-12-10,Sant Jaume de Frontanyà,Berguedà,Barcelona
1731,E,PAM NEUCAT,Homologació,2021-12-10,Sant Martí Sarroca,Alt Penedès,Barcelona
1800,E,PAM INFOCAT,Homologació,2021-12-10,Sant Jaume dels Domenys,Baix Penedès,Tarragona
1675,T,PA PROCICAT,Revisió,2021-12-10,Vall de Bianya,Garrotxa,Girona
1734,E,PAM SISMICAT,Revisió,2021-12-10,Bellcaire d'Empordà,Baix Empordà,Girona
1801,E,PAM INFOCAT,Homologació,2021-12-10,Riells i Viabrea,Selva,Girona
1713,E,PAM INFOCAT,Homologació,2021-12-10,Quart,Gironès,Girona
1677,E,PAM VENTCAT,Homologació,2021-12-10,Montferrer i Castellbò,Alt Urgell,Lleida
1774,E,PAM INUNCAT,Homologació,2021-12-10,Mura,Bages,Barcelona
1761,E,PAM NEUCAT,Homologació,2021-12-10,Sant Jaume de Frontanyà,Berguedà,Barcelona
1745,E,PAM INUNCAT,Revisió,2021-12-10,Ribera d'Ondara,Segarra,Lleida
1786,E,PAM SISMICAT,Homologació,2021-12-10,Mollet de Peralada,Alt Empordà,Girona
1668,E,PAM INFOCAT,Homologació,2021-12-10,Pont de Molins,Alt Empordà,Girona
1773,E,PAM SISMICAT,Homologació,2021-12-10,Colera,Alt Empordà,Girona
2494,E,PAM SISMICAT,Homologació,2021-12-10,Torà,Solsonès,Lleida
1822,E,PAM VENTCAT,Revisió,2021-12-10,Bellcaire d'Empordà,Baix Empordà,Girona
2265,T,PA PROCICAT,Homologació,2021-12-10,Calafell,Baix Penedès,Tarragona
2267,E,PAM SISMICAT,Homologació,2021-12-10,Riu de Cerdanya,Cerdanya,Lleida
2269,E,PAM INUNCAT,Homologació,2021-12-10,Montmell,Baix Penedès,Tarragona
2570,E,PAM NEUCAT,Homologació,2021-12-10,Pradell de la Teixeta,Priorat,Tarragona
2272,E,PAM INFOCAT,Homologació,2021-12-10,Solsona,Solsonès,Lleida
2274,E,PAM VENTCAT,Homologació,2021-12-10,Castellgalí,Bages,Barcelona
2280,T,PA PROCICAT,Homologació,2021-12-10,Prats de Lluçanès,Lluçanès,Barcelona
2293,E,PAM VENTCAT,Homologació,2021-12-10,Riudellots de la Selva,Selva,Girona
2305,E,PAM INFOCAT,Homologació,2021-12-10,Capçanes,Priorat,Tarragona
2308,T,PA PROCICAT,Homologació,2021-12-10,Solsona,Solsonès,Lleida
2551,E,PAM NEUCAT,Actualització,2021-12-10,Artés,Bages,Barcelona
2323,E,PAM SISMICAT,Revisió,2021-12-10,Vic,Osona,Barcelona
2327,T,PA PROCICAT,Homologació,2021-12-10,Avinyonet del Penedès,Alt Penedès,Barcelona
2544,T,PA PROCICAT,Actualització,2021-12-10,Artés,Bages,Barcelona
2337,T,PA PROCICAT,Actualització,2021-12-10,Premià de Mar,Maresme,Barcelona
2342,E,PAM VENTCAT,Homologació,2021-12-10,Granyena de Segarra,Segarra,Lleida
2348,T,PA PROCICAT,Revisió,2021-12-10,Salàs de Pallars,Pallars Jussà,Lleida
2260,E,PAM INFOCAT,Homologació,2021-12-10,Sentiu de Sió,Noguera,Lleida
2251,E,PAM INFOCAT,Homologació,2021-12-10,Olivella,Garraf,Barcelona
2167,E,PAM SISMICAT,Homologació,2021-12-10,Sant Julià de Vilatorta,Osona,Barcelona
2174,E,PAM INUNCAT,Homologació,2021-12-10,Colera,Alt Empordà,Girona
2176,E,PAM SISMICAT,Actualització,2021-12-10,Estany,Moianès,Barcelona
2180,E,PAM INFOCAT,Homologació,2021-12-10,Sant Joan de Vilatorrada,Bages,Barcelona
2182,E,PAM SISMICAT,Actualització,2021-12-10,Agramunt,Urgell,Lleida
2184,E,PAM NEUCAT,Homologació,2021-12-10,Forès,Conca de Barberà,Tarragona
2185,E,PAM SISMICAT,Revisió,2021-12-10,Ribera d'Ondara,Segarra,Lleida
2195,T,PA PROCICAT,Homologació,2021-12-10,Llorenç del Penedès,Baix Penedès,Tarragona
2199,E,PAM NEUCAT,Homologació,2021-12-10,Castellterçol,Moianès,Barcelona
2357,T,PA PROCICAT,Homologació,2021-12-10,Aitona,Segrià,Lleida
2201,E,PAM SISMICAT,Homologació,2021-12-10,Castellví de la Marca,Alt Penedès,Barcelona
2210,E,PAM INFOCAT,Homologació,2021-12-10,Riudecanyes,Baix Camp,Tarragona
2217,E,PAM VENTCAT,Homologació,2021-12-10,Castellví de la Marca,Alt Penedès,Barcelona
2218,E,PAM SISMICAT,Homologació,2021-12-10,Papiol,Baix Llobregat,Barcelona
2223,E,PAM NEUCAT,Homologació,2021-12-10,Polinyà,Vallès Occidental,Barcelona
2224,E,PAM INFOCAT,Homologació,2021-12-10,Vendrell,Baix Penedès,Tarragona
2233,E,PAM NEUCAT,Actualització,2021-12-10,Castellcir,Moianès,Barcelona
2236,E,PAM SISMICAT,Homologació,2021-12-10,Aitona,Segrià,Lleida
2239,E,PAM INFOCAT,Revisió,2021-12-10,Salàs de Pallars,Pallars Jussà,Lleida
2244,E,PAM NEUCAT,Homologació,2021-12-10,Hostalric,Selva,Girona
1627,E,PAM SISMICAT,Homologació,2021-12-10,Setcases,Ripollès,Girona
2248,E,PAM VENTCAT,Homologació,2021-12-10,Canyelles,Garraf,Barcelona
2249,E,PAM INUNCAT,Homologació,2021-12-10,Pobla de Segur,Pallars Jussà,Lleida
2358,E,PAM INUNCAT,Homologació,2021-12-10,Aleixar,Baix Camp,Tarragona
2360,T,PA PROCICAT,Homologació,2021-12-10,Àger,Noguera,Lleida
2439,E,PAM NEUCAT,Homologació,2021-12-10,Sant Jaume dels Domenys,Baix Penedès,Tarragona
2443,E,PAM INFOCAT,Homologació,2021-12-10,Abella de la Conca,Pallars Jussà,Lleida
2445,T,PA PROCICAT,Homologació,2021-12-10,Papiol,Baix Llobregat,Barcelona
2453,T,PA PROCICAT,Homologació,2021-12-10,Cabanabona,Noguera,Lleida
2458,E,PAM NEUCAT,Homologació,2021-12-10,Aitona,Segrià,Lleida
2459,E,PAM SISMICAT,Homologació,2021-12-10,Canonja,Tarragonès,Tarragona
2466,T,PA PROCICAT,Homologació,2021-12-10,Granyena de Segarra,Segarra,Lleida
2502,E,PAM INUNCAT,Homologació,2021-12-10,Vallbona d'Anoia,Anoia,Barcelona
2500,E,PAM INFOCAT,Homologació,2021-12-10,Torà,Solsonès,Lleida
2483,E,PAM INUNCAT,Homologació,2021-12-10,Monistrol de Calders,Moianès,Barcelona
2498,E,PAM INUNCAT,Homologació,2021-12-10,Torà,Solsonès,Lleida
2497,E,PAM VENTCAT,Homologació,2021-12-10,Torà,Solsonès,Lleida
2487,E,PAM SISMICAT,Homologació,2021-12-10,Abella de la Conca,Pallars Jussà,Lleida
2491,E,PAM INFOCAT,Homologació,2021-12-10,Cabrera d'Anoia,Anoia,Barcelona
2496,E,PAM NEUCAT,Homologació,2021-12-10,Torà,Solsonès,Lleida
2495,T,PA PROCICAT,Homologació,2021-12-10,Torà,Solsonès,Lleida
2438,T,PA PROCICAT,Homologació,2021-12-10,Vilafranca del Penedès,Alt Penedès,Barcelona
2436,E,PAM NEUCAT,Homologació,2021-12-10,Sant Hipòlit de Voltregà,Osona,Barcelona
2435,E,PAM VENTCAT,Homologació,2021-12-10,Pradell de la Teixeta,Priorat,Tarragona
2428,T,PA PROCICAT,Homologació,2021-12-10,Santa Coloma de Gramenet,Barcelonès,Barcelona
2366,A,Específic,Revisió,2021-12-10,Guissona,Segarra,Lleida
2367,T,PA PROCICAT,Homologació,2021-12-10,Esparreguera,Baix Llobregat,Barcelona
2369,E,PAM SISMICAT,Homologació,2021-12-10,Esparreguera,Baix Llobregat,Barcelona
2373,E,PAM INUNCAT,Homologació,2021-12-10,Cabrera d'Anoia,Anoia,Barcelona
2375,E,PAM SISMICAT,Homologació,2021-12-10,Font-rubí,Alt Penedès,Barcelona
2376,E,PAM VENTCAT,Homologació,2021-12-10,Pallejà,Baix Llobregat,Barcelona
2381,T,PA PROCICAT,Revisió,2021-12-10,Tarragona,Tarragonès,Tarragona
2384,T,PA PROCICAT,Actualització,2021-12-10,Sant Vicenç dels Horts,Baix Llobregat,Barcelona
2395,T,PA PROCICAT,Homologació,2021-12-10,Malgrat de Mar,Maresme,Barcelona
2396,E,PAM SISMICAT,Homologació,2021-12-10,Montgai,Noguera,Lleida
2359,E,PAM SISMICAT,Homologació,2021-12-10,Cabrera d'Anoia,Anoia,Barcelona
2400,T,PA PROCICAT,Homologació,2021-12-10,Setcases,Ripollès,Girona
2402,E,PAM INFOCAT,Homologació,2021-12-10,Monistrol de Calders,Moianès,Barcelona
2403,E,PAM INUNCAT,Homologació,2021-12-10,Montferrer i Castellbò,Alt Urgell,Lleida
2522,E,PAM SISMICAT,Actualització,2021-12-10,Artés,Bages,Barcelona
2405,E,PAM VENTCAT,Homologació,2021-12-10,Santa Coloma de Gramenet,Barcelonès,Barcelona
2408,T,PA PROCICAT,Homologació,2021-12-10,Malgrat de Mar,Maresme,Barcelona
2414,T,PA PROCICAT,Homologació,2021-12-10,Monistrol de Calders,Moianès,Barcelona
2415,T,PA PROCICAT,Homologació,2021-12-10,Àger,Noguera,Lleida
2424,E,PAM INUNCAT,Homologació,2021-12-10,Pont de Molins,Alt Empordà,Girona
2425,T,PA PROCICAT,Homologació,2021-12-10,Riells i Viabrea,Selva,Girona
2426,E,PAM VENTCAT,Homologació,2021-12-10,Riells i Viabrea,Selva,Girona
2427,E,PAM INFOCAT,Revisió,2021-12-10,Guissona,Segarra,Lleida
2401,E,PAM INUNCAT,Homologació,2021-12-10,Santa Coloma de Gramenet,Barcelonès,Barcelona
2144,E,PAM VENTCAT,Homologació,2021-12-10,Alcanó,Segrià,Lleida
1903,E,PAM INFOCAT,Revisió,2021-12-10,Vic,Osona,Barcelona
1909,E,PAM INFOCAT,Homologació,2021-12-10,Esparreguera,Baix Llobregat,Barcelona
1911,E,PAM INUNCAT,Homologació,2021-12-10,Ribera d'Urgellet,Alt Urgell,Lleida
1913,E,PAM VENTCAT,Revisió,2021-12-10,Guissona,Segarra,Lleida
1914,T,PA PROCICAT,Homologació,2021-12-10,Sant Jaume dels Domenys,Baix Penedès,Tarragona
1915,E,PAM INFOCAT,Revisió,2021-12-10,Montoliu de Segarra,Segarra,Lleida
1918,E,PAM INUNCAT,Homologació,2021-12-10,Calafell,Baix Penedès,Tarragona
1919,E,PAM VENTCAT,Homologació,2021-12-10,Ribera d'Urgellet,Alt Urgell,Lleida
1923,E,PAM NEUCAT,Homologació,2021-12-10,Riells i Viabrea,Selva,Girona
1926,E,PAM VENTCAT,Homologació,2021-12-10,Monistrol de Calders,Moianès,Barcelona
2681,T,PA PROCICAT,Homologació,2021-12-10,Muntanyola,Osona,Barcelona
1934,T,PA PROCICAT,Actualització,2021-12-10,Estany,Moianès,Barcelona
1940,E,PAM SISMICAT,Homologació,2021-12-10,Pobla de Segur,Pallars Jussà,Lleida
1944,E,PAM SISMICAT,Homologació,2021-12-10,Canyelles,Garraf,Barcelona
1946,E,PAM VENTCAT,Homologació,2021-12-10,Àger,Noguera,Lleida
1947,E,PAM VENTCAT,Revisió,2021-12-10,Montoliu de Segarra,Segarra,Lleida
2676,E,PAM INUNCAT,Homologació,2021-12-10,Llimiana,Pallars Jussà,Lleida
2674,E,PAM NEUCAT,Actualització,2021-12-10,Gaià,Bages,Barcelona
1954,E,PAM VENTCAT,Homologació,2021-12-10,Santa Coloma de Cervelló,Baix Llobregat,Barcelona
1955,T,PA PROCICAT,Homologació,2021-12-10,Montferrer i Castellbò,Alt Urgell,Lleida
1902,E,PAM INFOCAT,Homologació,2021-12-10,Hostalric,Selva,Girona
1901,E,PAM NEUCAT,Homologació,2021-12-10,Calafell,Baix Penedès,Tarragona
1896,E,PAM INUNCAT,Homologació,2021-12-10,Garriguella,Alt Empordà,Girona
1829,E,PAM VENTCAT,Homologació,2021-12-10,Pobla de Segur,Pallars Jussà,Lleida
1833,E,PAM INFOCAT,Homologació,2021-12-10,Pradell de la Teixeta,Priorat,Tarragona
2703,E,PAM INFOCAT,Actualització,2021-12-10,Gaià,Bages,Barcelona
1842,E,PAM NEUCAT,Homologació,2021-12-10,Abella de la Conca,Pallars Jussà,Lleida
1847,E,PAM INFOCAT,Homologació,2021-12-10,Canonja,Tarragonès,Tarragona
1850,E,PAM NEUCAT,Homologació,2021-12-10,Montgai,Noguera,Lleida
1853,T,PA PROCICAT,Revisió,2021-12-10,Albons,Baix Empordà,Girona
1961,E,PAM VENTCAT,Revisió,2021-12-10,Vall de Bianya,Garrotxa,Girona
1863,E,PAM INFOCAT,Revisió,2021-12-10,Tarragona,Tarragonès,Tarragona
2693,E,PAM VENTCAT,Homologació,2021-12-10,Polinyà,Vallès Occidental,Barcelona
1872,T,PA PROCICAT,Homologació,2021-12-10,Colera,Alt Empordà,Girona
1884,E,PAM NEUCAT,Homologació,2021-12-10,Font-rubí,Alt Penedès,Barcelona
1886,E,PAM VENTCAT,Homologació,2021-12-10,Torre de Cabdella,Pallars Jussà,Lleida
2689,T,PA PROCICAT,Homologació,2021-12-10,Llimiana,Pallars Jussà,Lleida
1894,E,PAM VENTCAT,Homologació,2021-12-10,Llorenç del Penedès,Baix Penedès,Tarragona
1895,E,PAM VENTCAT,Homologació,2021-12-10,Capçanes,Priorat,Tarragona
1855,E,PAM INFOCAT,Homologació,2021-12-10,Torre de Cabdella,Pallars Jussà,Lleida
2611,E,PAM INUNCAT,Homologació,2021-12-10,Pallejà,Baix Llobregat,Barcelona
1972,E,PAM INFOCAT,Homologació,2021-12-10,Cabanabona,Noguera,Lleida
1977,E,PAM SISMICAT,Homologació,2021-12-10,Solsona,Solsonès,Lleida
2071,T,PA PROCICAT,Homologació,2021-12-10,Aleixar,Baix Camp,Tarragona
2077,E,PAM SISMICAT,Homologació,2021-12-10,Polinyà,Vallès Occidental,Barcelona
2079,E,PAM INFOCAT,Homologació,2021-12-10,Canyelles,Garraf,Barcelona
2086,E,PAM SISMICAT,Actualització,2021-12-10,Sant Vicenç de Castellet,Bages,Barcelona
2091,E,PAM NEUCAT,Homologació,2021-12-10,Setcases,Ripollès,Girona
2092,E,PAM INFOCAT,Actualització,2021-12-10,Aguilar de Segarra,Bages,Barcelona
2095,E,PAM NEUCAT,Homologació,2021-12-10,Montferrer i Castellbò,Alt Urgell,Lleida
2626,E,PAM ALLAUCAT,Homologació,2021-12-10,Bagà,Berguedà,Barcelona
2111,E,PAM SISMICAT,Homologació,2021-12-10,Cabanabona,Noguera,Lleida
2116,E,PAM SISMICAT,Homologació,2021-12-10,Organyà,Alt Urgell,Lleida
2123,E,PAM INFOCAT,Homologació,2021-12-10,Nou de Gaià,Tarragonès,Tarragona
2132,T,PA PROCICAT,Homologació,2021-12-10,Santa Maria d'Oló,Moianès,Barcelona
2138,E,PAM INUNCAT,Homologació,2021-12-10,Riells i Viabrea,Selva,Girona
2139,E,PAM INUNCAT,Homologació,2021-12-10,Vallgorguina,Vallès Oriental,Barcelona
2142,E,PAM ALLAUCAT,Homologació,2021-12-10,Torre de Cabdella,Pallars Jussà,Lleida
2143,T,PA PROCICAT,Homologació,2021-12-10,Bagà,Berguedà,Barcelona
2069,E,PAM NEUCAT,Revisió,2021-12-10,Tallada d'Empordà,Baix Empordà,Girona
2065,E,PAM INUNCAT,Homologació,2021-12-10,Òdena,Anoia,Barcelona
2061,T,PA PROCICAT,Homologació,2021-12-10,Canonja,Tarragonès,Tarragona
1984,E,PAM INUNCAT,Homologació,2021-12-10,Castellví de Rosanes,Baix Llobregat,Barcelona
1985,E,PAM VENTCAT,Homologació,2021-12-10,Abella de la Conca,Pallars Jussà,Lleida
1987,E,PAM NEUCAT,Homologació,2021-12-10,Malgrat de Mar,Maresme,Barcelona
1988,E,PAM INFOCAT,Actualització,2021-12-10,Castellcir,Moianès,Barcelona
1996,E,PAM NEUCAT,Homologació,2021-12-10,Santa Coloma de Cervelló,Baix Llobregat,Barcelona
2658,E,PAM SISMICAT,Homologació,2021-12-10,Hostalric,Selva,Girona
1998,T,PA PROCICAT,Homologació,2021-12-10,Olivella,Garraf,Barcelona
2002,E,PAM VENTCAT,Homologació,2021-12-10,Vallbona d'Anoia,Anoia,Barcelona
2009,T,PA PROCICAT,Actualització,2021-12-10,Sant Vicenç de Castellet,Bages,Barcelona
1976,T,PA PROCICAT,Homologació,2021-12-10,Montgai,Noguera,Lleida
2012,E,PAM INUNCAT,Homologació,2021-12-10,Hostalric,Selva,Girona
2023,E,PAM VENTCAT,Homologació,2021-12-10,Avinyonet del Penedès,Alt Penedès,Barcelona
2024,T,PA PROCICAT,Homologació,2021-12-10,Cercs,Berguedà,Barcelona
2025,E,PAM SISMICAT,Homologació,2021-12-10,Monistrol de Calders,Moianès,Barcelona
2036,E,PAM VENTCAT,Homologació,2021-12-10,Sant Hipòlit de Voltregà,Osona,Barcelona
2647,E,PAM INFOCAT,Actualització,2021-12-10,Artés,Bages,Barcelona
2042,E,PAM VENTCAT,Homologació,2021-12-10,Riudecanyes,Baix Camp,Tarragona
2047,T,PA PROCICAT,Homologació,2021-12-10,Calafell,Baix Penedès,Tarragona
2643,E,PAM INUNCAT,Actualització,2021-12-10,Artés,Bages,Barcelona
2055,E,PAM VENTCAT,Homologació,2021-12-10,Sant Martí Sarroca,Alt Penedès,Barcelona
2014,E,PAM VENTCAT,Homologació,2021-12-10,Malgrat de Mar,Maresme,Barcelona
2247,T,PA PROCICAT,Revisió,2021-12-10,Tarragona,Tarragonès,Tarragona
1132,E,PAM SISMICAT,Homologació,2021-12-10,Tordera,Maresme,Barcelona
1135,E,PAM INFOCAT,Homologació,2021-12-10,Sant Martí Sarroca,Alt Penedès,Barcelona
521,E,PAM INFOCAT,Revisió,2021-12-10,Tallada d'Empordà,Baix Empordà,Girona
1145,E,PAM VENTCAT,Revisió,2021-12-10,Albons,Baix Empordà,Girona
1147,E,PAM INUNCAT,Homologació,2021-12-10,Montgai,Noguera,Lleida
514,T,PA PROCICAT,Homologació,2021-12-10,Vendrell,Baix Penedès,Tarragona
513,E,PAM NEUCAT,Homologació,2021-12-10,Granyena de Segarra,Segarra,Lleida
1149,T,PA PROCICAT,Homologació,2021-12-10,Sant Julià de Vilatorta,Osona,Barcelona
1151,E,PAM INFOCAT,Homologació,2021-12-10,Malgrat de Mar,Maresme,Barcelona
1155,E,PAM VENTCAT,Revisió,2021-12-10,Salàs de Pallars,Pallars Jussà,Lleida
1158,E,PAM SISMICAT,Homologació,2021-12-10,Llimiana,Pallars Jussà,Lleida
508,E,PAM VENTCAT,Homologació,2021-12-10,Aitona,Segrià,Lleida
1161,E,PAM NEUCAT,Homologació,2021-12-10,Sant Julià de Vilatorta,Osona,Barcelona
1162,E,PAM NEUCAT,Homologació,2021-12-10,Esparreguera,Baix Llobregat,Barcelona
499,E,PAM NEUCAT,Homologació,2021-12-10,Vilanova del Camí,Anoia,Barcelona
1173,E,PAM NEUCAT,Revisió,2021-12-10,Ullà,Baix Empordà,Girona
485,T,PA PROCICAT,Revisió,2021-12-10,Bellcaire d'Empordà,Baix Empordà,Girona
1131,E,PAM INUNCAT,Revisió,2021-12-10,Albons,Baix Empordà,Girona
1130,E,PAM VENTCAT,Homologació,2021-12-10,Falset,Priorat,Tarragona
1129,E,PAM NEUCAT,Homologació,2021-12-10,Avinyonet del Penedès,Alt Penedès,Barcelona
534,E,PAM INFOCAT,Homologació,2021-12-10,Forès,Conca de Barberà,Tarragona
585,E,PAM NEUCAT,Homologació,2021-12-10,Fonollosa,Bages,Barcelona
1099,E,PAM INFOCAT,Actualització,2021-12-10,Sant Vicenç dels Horts,Baix Llobregat,Barcelona
573,E,PAM VENTCAT,Homologació,2021-12-10,Cercs,Berguedà,Barcelona
572,E,PAM INFOCAT,Homologació,2021-12-10,Castellgalí,Bages,Barcelona
568,E,PAM INUNCAT,Homologació,2021-12-10,Granyena de Segarra,Segarra,Lleida
567,E,PAM INFOCAT,Homologació,2021-12-10,Avinyonet del Penedès,Alt Penedès,Barcelona
562,E,PAM NEUCAT,Actualització,2021-12-10,Aguilar de Segarra,Bages,Barcelona
561,E,PAM INUNCAT,Actualització,2021-12-10,Sant Vicenç de Castellet,Bages,Barcelona
558,T,PA PROCICAT,Homologació,2021-12-10,Riu de Cerdanya,Cerdanya,Lleida
1112,E,PAM VENTCAT,Homologació,2021-12-10,Sant Quirze Safaja,Moianès,Barcelona
1178,E,PAM NEUCAT,Homologació,2021-12-10,Àger,Noguera,Lleida
1114,T,PA PROCICAT,Revisió,2021-12-10,Ullà,Baix Empordà,Girona
